0	1177007-849	0	187	-1	35083at4891_2|tig00000001|-|415|2.976e-118|1|1176159|1177007|1177007[1177007]:1176159[1176159]:849[849]
0	1375151-1233	0	192	-1	15943at4891_2|tig00000001|-|589|1.243e-170|1|1373919|1375151|1375151[1375151]:1373919[1373919]:1233[1233]
0	1409512-1454	0	210	-1	29169at4891_8|tig00000001|-|362|2.681e-102|2|1408059|1409512|1409512[1409512]:1408940[1408940]:573[573]|1408697[1408697]:1408059[1408059]:639[639]
0	1179342-1914	0	217	-1	27717at4891_2|tig00000001|-|566|1.043e-163|1|1177429|1179342|1179342[1179342]:1177429[1177429]:1914[1914]
0	708766+1989	0	272	1	10591at4891_2|tig00000001|+|503|9.617e-145|1|708766|710754|708766[708766]:710754[710754]:1989[1989]
0	615511-1320	0	448	-1	3331at4891_8|tig00000001|-|64|1.365e-12|1|614192|615511|615511[615511]:614192[614192]:1320[1320]
0	79109+540	0	529	1	37840at4891_4|tig00000001|+|252|3.48e-69|1|79109|79648|79109[79109]:79648[79648]:540[540]
0	831739-711	0	652	-1	26684at4891_2|tig00000001|-|351|5.49e-99|1|831029|831739|831739[831739]:831029[831029]:711[711]
0	570727-669	0	727	-1	33361at4891_2|tig00000001|-|312|3.018e-87|1|570059|570727|570727[570727]:570059[570059]:669[669]
0	173147+1539	0	864	1	17309at4891_7|tig00000001|+|521|3.669e-150|1|173147|174685|173147[173147]:174685[174685]:1539[1539]
0	822735-1389	0	962	-1	9032at4891_3|tig00000001|-|819|7.204e-240|1|821347|822735|822735[822735]:821347[821347]:1389[1389]
0	1435023-1134	0	985	-1	13648at4891_9|tig00000001|-|702|1.197e-204|1|1433890|1435023|1435023[1435023]:1433890[1433890]:1134[1134]
0	252256+2151	0	1072	1	11851at4891_3|tig00000001|+|859|6.552e-252|1|252256|254406|252256[252256]:254406[254406]:2151[2151]
0	503383-795	0	1097	-1	16921at4891_3|tig00000001|-|49|4.474e-08|1|502589|503383|503383[503383]:502589[502589]:795[795]
0	1068324+1359	0	1701	1	19196at4891_2|tig00000001|+|618|2.315e-179|1|1068324|1069682|1068324[1068324]:1069682[1069682]:1359[1359]
0	160301+1128	0	1703	1	13866at4891_6|tig00000001|+|666|8.225e-194|1|160301|161428|160301[160301]:161428[161428]:1128[1128]
0	100245+858	0	1731	1	24643at4891_2|tig00000001|+|490|7.878e-141|1|100245|101102|100245[100245]:101102[101102]:858[858]
0	473846+624	0	1915	1	32898at4891_4|tig00000001|+|337|8.995e-95|1|473846|474469|473846[473846]:474469[474469]:624[624]
0	584484+822	0	1928	1	19532at4891_1|tig00000001|+|210|1.53e-56|1|584484|585305|584484[584484]:585305[585305]:822[822]
0	1314544-984	0	2061	-1	28227at4891_2|tig00000001|-|377|8.181e-107|1|1313561|1314544|1314544[1314544]:1313561[1313561]:984[984]
0	1065808+1893	0	2076	1	16542at4891_2|tig00000001|+|854|2.097e-250|1|1065808|1067700|1065808[1065808]:1067700[1067700]:1893[1893]
0	1386326-1284	0	2086	-1	31011at4891_2|tig00000001|-|377|8.181e-107|1|1385043|1386326|1386326[1386326]:1385043[1385043]:1284[1284]
0	248257-900	0	2166	-1	30869at4891_2|tig00000001|-|404|6.096e-115|1|247358|248257|248257[248257]:247358[247358]:900[900]
0	617321+417	0	2313	1	33667at4891_3|tig00000001|+|259|2.719e-71|1|617321|617737|617321[617321]:617737[617737]:417[417]
0	683769+981	0	2375	1	33227at4891_1|tig00000001|+|346|1.757e-97|1|683769|684749|683769[683769]:684749[684749]:981[981]
0	277251-1431	0	2443	-1	20464at4891_7|tig00000001|-|679|1.004e-197|1|275821|277251|277251[277251]:275821[275821]:1431[1431]
0	1311812+1530	0	2455	1	27320at4891_1|tig00000001|+|671|2.57e-195|1|1311812|1313341|1311812[1311812]:1313341[1313341]:1530[1530]
0	259029-1719	0	2471	-1	15707at4891_3|tig00000001|-|618|2.315e-179|1|257311|259029|259029[259029]:257311[257311]:1719[1719]
0	200662+1584	0	2545	1	7579at4891_1|tig00000001|+|936|4.336e-275|1|200662|202245|200662[200662]:202245[202245]:1584[1584]
0	1223983+2511	0	2613	1	3845at4891_1|tig00000001|+|458|3.384e-131|1|1223983|1226493|1223983[1223983]:1226493[1226493]:2511[2511]
0	651517-1983	0	2673	-1	11940at4891_2|tig00000001|-|1027|1.751e-302|1|649535|651517|651517[651517]:649535[649535]:1983[1983]
0	1457816+1092	0	2883	1	21590at4891_7|tig00000001|+|442|2.218e-126|1|1457816|1458907|1457816[1457816]:1458907[1458907]:1092[1092]
0	179147+2418	0	2959	1	4918at4891|tig00000001|+|195|5.015e-52|1|179147|181564|179147[179147]:181564[181564]:2418[2418]
0	224970+2445	0	3042	1	5194at4891_2|tig00000001|+|1204|0|1|224970|227414|224970[224970]:227414[227414]:2445[2445]
0	223255+1149	0	3047	1	38264at4891_2|tig00000001|+|359|2.145e-101|1|223255|224403|223255[223255]:224403[224403]:1149[1149]
0	1330516-4200	0	3062	-1	1240at4891_2|tig00000001|-|1471|0|1|1326317|1330516|1330516[1330516]:1326317[1326317]:4200[4200]
0	400160+1164	0	3090	1	11198at4891_2|tig00000001|+|764|2.595e-223|1|400160|401323|400160[400160]:401323[401323]:1164[1164]
0	935031+654	0	3220	1	38648at4891_2|tig00000001|+|302|3.091e-84|1|935031|935684|935031[935031]:935684[935684]:654[654]
0	301681-720	0	3270	-1	32012at4891_2|tig00000001|-|349|2.196e-98|1|300962|301681|301681[301681]:300962[300962]:720[720]
0	217195+540	0	3338	1	28105at4891_2|tig00000001|+|212|3.826e-57|1|217195|217734|217195[217195]:217734[217734]:540[540]
0	1275437+702	0	3378	1	40576at4891_2|tig00000001|+|262|3.398e-72|1|1275437|1276138|1275437[1275437]:1276138[1276138]:702[702]
0	539140+1077	0	3424	1	12717at4891_5|tig00000001|+|656|8.423e-191|1|539140|540216|539140[539140]:540216[540216]:1077[1077]
0	561434+1614	0	3451	1	14562at4891_2|tig00000001|+|776|6.337e-227|1|561434|563047|561434[561434]:563047[563047]:1614[1614]
0	543747-744	0	3461	-1	25646at4891_2|tig00000001|-|447|6.93e-128|1|543004|543747|543747[543747]:543004[543004]:744[744]
0	1269603-627	0	3505	-1	34595at4891_2|tig00000001|-|321|5.895e-90|1|1268977|1269603|1269603[1269603]:1268977[1268977]:627[627]
0	726479-1281	0	3645	-1	10849at4891_2|tig00000001|-|96|3.179e-22|1|725199|726479|726479[726479]:725199[725199]:1281[1281]
0	65925+521	0	3693	1	34813at4891|tig00000001|+|226|2.335e-61|2|65925|66445|65925[65925]:66005[66005]:81[81]|66050[66077]:66445[66445]:396[369]
0	1416794+354	0	4018	1	39485at4891_1|tig00000001|+|145|5.647e-37|1|1416794|1417147|1416794[1416794]:1417147[1417147]:354[354]
0	239330-2505	0	4128	-1	2862at4891_6|tig00000001|-|1485|0|1|236826|239330|239330[239330]:236826[236826]:2505[2505]
0	1364394+957	0	4141	1	26789at4891_2|tig00000001|+|507|6.011e-146|1|1364394|1365350|1364394[1364394]:1365350[1365350]:957[957]
0	897241+654	0	4202	1	26005at4891_7|tig00000001|+|398|3.901e-113|1|897241|897894|897241[897241]:897894[897894]:654[654]
0	490197+1374	0	4263	1	10189at4891_1|tig00000001|+|847|2.684e-248|1|490197|491570|490197[490197]:491570[491570]:1374[1374]
0	127472+3213	0	4286	1	3577at4891_7|tig00000001|+|1532|0|1|127472|130684|127472[127472]:130684[130684]:3213[3213]
0	1248218+1923	0	4301	1	19161at4891_7|tig00000001|+|694|3.064e-202|1|1248218|1250140|1248218[1248218]:1250140[1250140]:1923[1923]
0	540568+1848	0	4361	1	25118at4891_7|tig00000001|+|631|2.826e-183|1|540568|542415|540568[540568]:542415[542415]:1848[1848]
0	364684+711	0	4403	1	29107at4891_1|tig00000001|+|324|7.369e-91|1|364684|365394|364684[364684]:365394[365394]:711[711]
0	332108+1341	0	4477	1	16233at4891_7|tig00000001|+|378|4.091e-107|1|332108|333448|332108[332108]:333448[333448]:1341[1341]
0	1392959+1890	0	4524	1	10800at4891_2|tig00000001|+|1008|9.181e-297|1|1392959|1394848|1392959[1392959]:1394848[1394848]:1890[1890]
0	1149403-1440	0	4542	-1	11232at4891_2|tig00000001|-|624|3.618e-181|1|1147964|1149403|1149403[1149403]:1147964[1147964]:1440[1440]
0	1074671+1155	0	4569	1	16203at4891_6|tig00000001|+|558|2.669e-161|1|1074671|1075825|1074671[1074671]:1075825[1075825]:1155[1155]
0	1467543-819	0	4644	-1	9903at4891_6|tig00000001|-|152|4.411e-39|1|1466725|1467543|1467543[1467543]:1466725[1466725]:819[819]
0	168397+1368	0	4703	1	10963at4891_4|tig00000001|+|336|1.799e-94|1|168397|169764|168397[168397]:169764[169764]:1368[1368]
0	952217-1470	0	4737	-1	35907at4891_2|tig00000001|-|444|5.544e-127|1|950748|952217|952217[952217]:950748[950748]:1470[1470]
0	632077-750	0	5002	-1	27816at4891_2|tig00000001|-|364|6.702e-103|1|631328|632077|632077[632077]:631328[631328]:750[750]
0	445411+1659	0	5008	1	40378at4891_4|tig00000001|+|418|3.72e-119|1|445411|447069|445411[445411]:447069[447069]:1659[1659]
0	908384+1452	0	5027	1	14503at4891_2|tig00000001|+|808|1.475e-236|1|908384|909835|908384[908384]:909835[909835]:1452[1452]
0	989750+825	0	5092	1	21996at4891_2|tig00000001|+|379|2.045e-107|1|989750|990574|989750[989750]:990574[990574]:825[825]
0	766780-2046	0	5219	-1	5183at4891_4|tig00000001|-|840|3.435e-246|1|764735|766780|766780[766780]:764735[764735]:2046[2046]
0	338318+435	0	5253	1	32025at4891_3|tig00000001|+|274|8.297e-76|1|338318|338752|338318[338318]:338752[338752]:435[435]
0	984774+1110	0	5273	1	17870at4891_7|tig00000001|+|480|8.067e-138|1|984774|985883|984774[984774]:985883[985883]:1110[1110]
0	1350367+9804	0	5318	1	61at4891_7|tig00000001|+|3653|0|1|1350367|1360170|1350367[1350367]:1360170[1360170]:9804[9804]
0	605590-834	0	5338	-1	35036at4891_7|tig00000001|-|347|8.785e-98|1|604757|605590|605590[605590]:604757[604757]:834[834]
0	885729-957	0	5394	-1	13634at4891_9|tig00000001|-|166|2.692e-43|1|884773|885729|885729[885729]:884773[884773]:957[957]
0	53170+969	0	5394	1	13634at4891_9|tig00000001|+|173|2.103e-45|1|53170|54138|53170[53170]:54138[54138]:969[969]
0	284085+1023	0	5451	1	41431at4891_3|tig00000001|+|145|5.647e-37|1|284085|285107|284085[284085]:285107[285107]:1023[1023]
0	117005+534	0	5540	1	28105at4891_5|tig00000001|+|212|3.826e-57|1|117005|117538|117005[117005]:117538[117538]:534[534]
