#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000037:102946-104157 -            404 23747at4891          -            197   5.5e-64  212.9  19.1   1   4   6.2e-36   1.2e-33  113.9   3.2     6    91     1    91     1    99 0.90 -
tig00000037:102946-104157 -            404 23747at4891          -            197   5.5e-64  212.9  19.1   2   4   1.3e-10   2.6e-08   31.3   0.2    88   121   176   209   157   228 0.85 -
tig00000037:102946-104157 -            404 23747at4891          -            197   5.5e-64  212.9  19.1   3   4   5.8e-25   1.1e-22   78.1   1.0   106   186   245   335   236   339 0.86 -
tig00000037:102946-104157 -            404 23747at4891          -            197   5.5e-64  212.9  19.1   4   4       3.2   6.3e+02   -2.6   0.0   182   196   381   395   372   396 0.81 -
tig00000001:324735-326825 -            697 23747at4891          -            197   1.6e-07   28.7   5.7   1   3         4   7.7e+02   -2.9   0.3   123   179   308   366   293   386 0.58 -
tig00000001:324735-326825 -            697 23747at4891          -            197   1.6e-07   28.7   5.7   2   3       1.6   3.2e+02   -1.7   1.6   165   187   577   599   513   618 0.56 -
tig00000001:324735-326825 -            697 23747at4891          -            197   1.6e-07   28.7   5.7   3   3   8.3e-10   1.6e-07   28.7   5.7    10    68   631   692   622   697 0.86 -
tig00000078:442873-447414 -           1514 23747at4891          -            197   4.2e-07   27.3   4.3   1   1   1.2e-08   2.4e-06   24.9   4.3    19    66  1196  1245  1182  1268 0.80 -
tig00000014:456207-458576 -            790 23747at4891          -            197   1.8e-06   25.3   8.3   1   2   2.8e-08   5.4e-06   23.7   7.8    22    63   535   584   515   610 0.82 -
tig00000014:456207-458576 -            790 23747at4891          -            197   1.8e-06   25.3   8.3   2   2      0.15        30    1.7   0.1    87   126   571   613   566   641 0.63 -
tig00000034:190853-194344 -           1164 23747at4891          -            197   0.00023   18.4   4.5   1   1   2.7e-06   0.00053   17.2   4.5    13    68   899   964   889   980 0.73 -
tig00000001:979658-980614 -            319 23747at4891          -            197   0.00057   17.1  10.8   1   1   5.9e-06    0.0011   16.1  10.8    20    64   265   311   246   316 0.86 -
tig00000007:690606-692705 -            700 23747at4891          -            197     0.002   15.3   0.3   1   1   3.4e-05    0.0067   13.6   0.3    21    56   413   451   399   462 0.79 -
tig00000010:729693-729827 -             45 23747at4891          -            197    0.0062   13.7   6.1   1   1   0.00012     0.023   11.9   6.1    34    60    15    45     1    45 0.79 -
tig00000001:434186-434680 -            165 23747at4891          -            197      0.02   12.0   6.1   1   2       1.1   2.1e+02   -1.1   1.2    44    60    41    56    31    64 0.78 -
tig00000001:434186-434680 -            165 23747at4891          -            197      0.02   12.0   6.1   2   2   0.00046      0.09    9.9   6.3    35    87    65   127    41   133 0.65 -
tig00000022:379274-381547 -            758 23747at4891          -            197     0.041   11.0   5.3   1   2         5   9.8e+02   -3.3   0.0    90   102   696   708   693   723 0.63 -
tig00000022:379274-381547 -            758 23747at4891          -            197     0.041   11.0   5.3   2   2   8.8e-05     0.017   12.3   2.9    34    61   724   753   715   756 0.84 -
tig00000014:356872-357027 -             52 23747at4891          -            197      0.05   10.7   5.5   1   1    0.0017      0.33    8.1   5.5    21    60     5    52     2    52 0.66 -
tig00000001:398231-399811 -            527 23747at4891          -            197     0.054   10.6   3.3   1   3       2.5   4.9e+02   -2.3   0.9   131   183    62   113    38   147 0.54 -
tig00000001:398231-399811 -            527 23747at4891          -            197     0.054   10.6   3.3   2   3    0.0013      0.26    8.4   0.0    40    84   263   308   252   344 0.74 -
tig00000001:398231-399811 -            527 23747at4891          -            197     0.054   10.6   3.3   3   3      0.15        30    1.7   0.0    14    29   411   426   407   438 0.85 -
tig00000078:91575-93311   -            579 23747at4891          -            197      0.16    9.1   5.9   1   2    0.0017      0.34    8.0   3.5    22    52   105   136    99   154 0.81 -
tig00000078:91575-93311   -            579 23747at4891          -            197      0.16    9.1   5.9   2   2       0.2        39    1.3   0.0    73   105   137   170   132   187 0.69 -
tig00000031:483093-484832 -            580 23747at4891          -            197       2.6    5.2  24.4   1   2   0.00049     0.096    9.8  14.6    21    77   235   293   222   326 0.75 -
tig00000031:483093-484832 -            580 23747at4891          -            197       2.6    5.2  24.4   2   2       4.5   8.7e+02   -3.1   1.7   161   188   501   529   454   547 0.56 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/23747at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/23747at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/23747at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:06:59 2023
# [ok]
