#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   1   6   0.00011      0.03    9.8   0.1     1    30     6    43     6    48 0.69 -
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   2   6   5.9e-79   1.6e-76  255.2   0.7    30   186    69   238    39   241 0.89 -
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   3   6   3.9e-11   1.1e-08   31.2   0.1   187   215   260   288   245   303 0.85 -
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   4   6   5.8e-20   1.6e-17   60.3   0.1   218   272   335   391   306   401 0.83 -
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   5   6  1.2e-137  3.3e-135  449.1   5.4   267   605   418   834   407   842 0.83 -
tig00000010:485383-488331 -            983 4064at4891           -            639  2.4e-241  799.8  31.3   6   6   0.00015     0.041    9.4   0.7   619   639   956   981   938   981 0.72 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   1   6   0.00011      0.03    9.8   0.1     1    30     6    43     6    48 0.69 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   2   6   5.9e-79   1.6e-76  255.2   0.7    30   186    69   238    39   241 0.89 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   3   6   3.9e-11   1.1e-08   31.2   0.1   187   215   260   288   245   303 0.85 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   4   6   5.8e-20   1.6e-17   60.3   0.1   218   272   335   391   306   401 0.83 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   5   6  1.2e-137  3.3e-135  449.1   5.4   267   605   418   834   407   842 0.83 -
tig00000058:4975-7923     -            983 4064at4891           -            639  2.4e-241  799.8  31.3   6   6   0.00015     0.041    9.4   0.7   619   639   956   981   938   981 0.72 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   1   6   0.00011      0.03    9.8   0.1     1    30     6    43     6    48 0.69 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   2   6   5.1e-76   1.4e-73  245.5   0.8    30   186    69   238    39   241 0.84 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   3   6   3.4e-11   9.2e-09   31.4   0.3   187   217   260   290   246   307 0.81 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   4   6   3.3e-20   9.1e-18   61.1   0.1   196   272   310   388   290   398 0.76 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   5   6  1.2e-137  3.3e-135  449.1   5.4   267   605   415   831   404   839 0.83 -
tig00000057:10931-13878   -            980 4064at4891           -            639  4.8e-238  788.9  33.5   6   6   0.00015     0.041    9.4   0.7   619   639   953   978   935   978 0.72 -
tig00000014:82393-85608   -           1072 4064at4891           -            639     1e-67  226.2   6.6   1   2   4.2e-29   1.1e-26   90.5   0.0    31   215    39   247    29   263 0.76 -
tig00000014:82393-85608   -           1072 4064at4891           -            639     1e-67  226.2   6.6   2   2   1.2e-41   3.2e-39  132.0   3.6   218   524   303   673   293   786 0.74 -
tig00000005:425212-428403 -           1064 4064at4891           -            639   1.8e-37  126.2   6.7   1   3   2.5e-20   6.7e-18   61.6   0.0    32   258   143   415   139   427 0.68 -
tig00000005:425212-428403 -           1064 4064at4891           -            639   1.8e-37  126.2   6.7   2   3   3.8e-18     1e-15   54.3   3.4   298   472   480   682   441   690 0.71 -
tig00000005:425212-428403 -           1064 4064at4891           -            639   1.8e-37  126.2   6.7   3   3   0.00095      0.26    6.8   0.0   553   607   821   876   707   892 0.67 -
tig00000078:191641-194319 -            893 4064at4891           -            639   8.3e-21   71.2   5.8   1   4     1e-16   2.8e-14   49.6   0.1    30   172    47   187    30   206 0.82 -
tig00000078:191641-194319 -            893 4064at4891           -            639   8.3e-21   71.2   5.8   2   4     0.052        14    1.0   0.0   183   224   254   293   246   301 0.87 -
tig00000078:191641-194319 -            893 4064at4891           -            639   8.3e-21   71.2   5.8   3   4   2.1e-06   0.00057   15.5   0.2   338   357   442   461   428   466 0.84 -
tig00000078:191641-194319 -            893 4064at4891           -            639   8.3e-21   71.2   5.8   4   4    0.0097       2.6    3.4   0.1   452   608   644   809   635   822 0.60 -
tig00000005:255335-256996 -            554 4064at4891           -            639   2.1e-11   40.1   0.1   1   2   1.3e-08   3.6e-06   22.8   0.0    40   167    12   137     5   153 0.79 -
tig00000005:255335-256996 -            554 4064at4891           -            639   2.1e-11   40.1   0.1   2   2   2.1e-06   0.00057   15.5   0.0   424   480   302   354   151   384 0.79 -
tig00000010:256370-259636 -           1089 4064at4891           -            639   1.3e-08   30.9   0.0   1   4   2.5e-06   0.00069   15.3   0.0    25    90    51   116    30   134 0.86 -
tig00000010:256370-259636 -           1089 4064at4891           -            639   1.3e-08   30.9   0.0   2   4    0.0018      0.48    5.9   0.0   221   253   391   423   384   429 0.88 -
