#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1205934-1207292 -            453 8686at4891           -            344  3.1e-192  635.0   0.2   1   1  1.8e-192  1.7e-190  629.3   0.2     1   339    53   413    53   438 0.92 -
tig00000078:161500-163830   -            777 8686at4891           -            344   1.8e-31  106.4   0.0   1   2   9.9e-17   9.3e-15   51.4   0.0   165   314   250   408   216   427 0.80 -
tig00000078:161500-163830   -            777 8686at4891           -            344   1.8e-31  106.4   0.0   2   2   4.4e-17   4.2e-15   52.6   0.0   169   314   524   678   514   693 0.78 -
tig00000001:236826-239330   -            835 8686at4891           -            344   1.1e-28   97.2   0.0   1   2   3.4e-15   3.2e-13   46.4   0.0   180   314   233   376   217   396 0.78 -
tig00000001:236826-239330   -            835 8686at4891           -            344   1.1e-28   97.2   0.0   2   2     9e-16   8.5e-14   48.3   0.0   168   312   494   650   482   656 0.79 -
tig00000034:56335-58818     -            828 8686at4891           -            344   1.3e-26   90.5   0.0   1   2   4.2e-14   3.9e-12   42.8   0.0   187   318   231   376   208   396 0.75 -
tig00000034:56335-58818     -            828 8686at4891           -            344   1.3e-26   90.5   0.0   2   2   8.9e-15   8.3e-13   45.0   0.0   181   313   553   694   539   707 0.79 -
tig00000005:695114-696325   -            404 8686at4891           -            344   9.2e-19   64.6   0.0   1   1   1.5e-20   1.4e-18   64.0   0.0   179   314   165   312   148   328 0.79 -
tig00000001:438730-440046   -            439 8686at4891           -            344   1.6e-18   63.8   0.0   1   1   2.7e-20   2.5e-18   63.2   0.0   172   334   195   369   185   375 0.79 -
tig00000023:191049-192608   -            520 8686at4891           -            344   5.7e-18   62.0   0.0   1   1   9.7e-20   9.1e-18   61.3   0.0   167   315    80   241    62   261 0.78 -
tig00000001:1242425-1243708 -            428 8686at4891           -            344   6.6e-18   61.8   0.0   1   1   1.2e-19   1.2e-17   61.0   0.0   170   314   181   337   171   349 0.81 -
tig00000010:619892-622132   -            747 8686at4891           -            344   5.2e-17   58.9   0.0   1   1   8.8e-19   8.3e-17   58.2   0.0   174   313   293   441   273   462 0.87 -
tig00000007:545927-547234   -            436 8686at4891           -            344   1.2e-16   57.7   0.0   1   1   2.5e-18   2.4e-16   56.7   0.0   165   315   188   349   178   372 0.77 -
tig00000007:807786-809096   -            437 8686at4891           -            344   3.4e-16   56.2   0.0   1   1   5.6e-18   5.3e-16   55.5   0.0   180   315   200   347   184   369 0.77 -
tig00000018:20714-23566     -            951 8686at4891           -            344     2e-14   50.3   0.0   1   1   4.7e-16   4.4e-14   49.2   0.0   169   312   661   815   652   843 0.75 -
tig00000022:181640-183040   -            467 8686at4891           -            344   2.3e-14   50.2   0.0   1   1   3.7e-16   3.5e-14   49.6   0.0   181   315   229   375   212   382 0.75 -
tig00000014:389429-391699   -            757 8686at4891           -            344   4.1e-12   42.8   0.4   1   2     1e-11   9.4e-10   35.0   0.4   189   315   268   414   263   430 0.73 -
tig00000014:389429-391699   -            757 8686at4891           -            344   4.1e-12   42.8   0.4   2   2     0.046       4.3    3.2   0.0   177   216   535   578   528   594 0.68 -
tig00000005:66352-70482     -           1377 8686at4891           -            344   5.6e-11   39.0   0.0   1   1   1.3e-12   1.3e-10   37.9   0.0   185   313   437   579   417   600 0.75 -
tig00000022:78167-81280     -           1038 8686at4891           -            344   7.4e-10   35.3   0.0   1   1   1.6e-11   1.5e-09   34.3   0.0   192   319   723   859   699   873 0.77 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   1   6       1.5   1.4e+02   -1.8   0.0   197   237   310   350   301   352 0.78 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   2   6    0.0002     0.019   11.0   0.0   198   238   649   689   638   715 0.88 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   3   6     0.056       5.3    2.9   0.0   195   228  1076  1109  1047  1126 0.74 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   4   6      0.13        12    1.7   0.0   198   238  1364  1404  1355  1430 0.89 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   5   6   0.00028     0.026   10.5   0.0   193   232  1738  1777  1730  1783 0.86 -
tig00000034:328877-343606   -           4910 8686at4891           -            344   1.2e-09   34.6   0.0   6   6       3.3   3.1e+02   -2.9   0.0   199   220  2051  2072  2044  2083 0.82 -
tig00000005:563041-564126   -            362 8686at4891           -            344   3.1e-08   30.0   0.0   1   1   4.6e-10   4.4e-08   29.5   0.0   196   308   127   250   108   273 0.77 -
tig00000010:890009-891319   -            437 8686at4891           -            344     2e-07   27.3   0.0   1   1   3.3e-09   3.1e-07   26.7   0.0   196   307   167   288   159   300 0.75 -
tig00000018:87388-88389     -            334 8686at4891           -            344   2.5e-05   20.4   0.0   1   1   4.3e-07     4e-05   19.8   0.0   198   245    49    97    24   184 0.78 -
tig00000023:245251-246186   -            312 8686at4891           -            344   3.2e-05   20.1   0.0   1   1     5e-07   4.7e-05   19.5   0.0   196   266    55   132    46   148 0.77 -
tig00000010:426424-427398   -            325 8686at4891           -            344   4.4e-05   19.6   0.0   1   1     7e-07   6.6e-05   19.1   0.0   196   266    77   154    68   211 0.76 -
tig00000014:590418-590960   -            181 8686at4891           -            344   0.00031   16.9   0.0   1   2   0.00061     0.057    9.4   0.0   198   219     8    29     2    37 0.87 -
tig00000014:590418-590960   -            181 8686at4891           -            344   0.00031   16.9   0.0   2   2     0.011         1    5.3   0.1   233   280   125   175    97   179 0.81 -
tig00000007:744688-747270   -            861 8686at4891           -            344   0.00034   16.7   0.0   1   1     6e-06   0.00056   16.0   0.0   193   237   344   383   320   433 0.78 -
tig00000061:177920-178975   -            352 8686at4891           -            344    0.0018   14.4   0.0   1   1   3.4e-05    0.0032   13.5   0.0   198   220    61    83    57   111 0.78 -
tig00000012:517990-520191   -            734 8686at4891           -            344    0.0019   14.2   0.0   1   1   3.5e-05    0.0033   13.5   0.0   195   247   169   225   164   244 0.72 -
tig00000023:224812-226641   -            610 8686at4891           -            344    0.0085   12.1   0.0   1   2    0.0036      0.34    6.8   0.0   192   217   104   129    65   141 0.81 -
tig00000023:224812-226641   -            610 8686at4891           -            344    0.0085   12.1   0.0   2   2     0.061       5.8    2.8   0.0   135   219   364   445   234   449 0.57 -
tig00000023:538446-540038   -            531 8686at4891           -            344    0.0088   12.1   0.0   1   2   0.00027     0.026   10.5   0.0   199   251    88   144    73   156 0.81 -
tig00000023:538446-540038   -            531 8686at4891           -            344    0.0088   12.1   0.0   2   2       3.6   3.4e+02   -3.0   0.0   101   127   387   414   381   428 0.72 -
tig00000024:11012-12604     -            531 8686at4891           -            344    0.0088   12.1   0.0   1   2   0.00027     0.026   10.5   0.0   199   251    88   144    73   156 0.81 -
tig00000024:11012-12604     -            531 8686at4891           -            344    0.0088   12.1   0.0   2   2       3.6   3.4e+02   -3.0   0.0   101   127   387   414   381   428 0.72 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/8686at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
