#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000005:805076-806422 -            449 23253at4891          -            314   7.8e-84  278.7   0.4   1   1     7e-86   1.6e-83  277.7   0.4     1   303     1   449     1   449 0.83 -
tig00000037:74530-75222   -            231 23253at4891          -            314   4.1e-09   33.2   0.3   1   4   8.6e-06     0.002   14.6   0.0   241   270    11    40     9    48 0.89 -
tig00000037:74530-75222   -            231 23253at4891          -            314   4.1e-09   33.2   0.3   2   4      0.04       9.2    2.5   0.0   243   261    55    73    51    89 0.90 -
tig00000037:74530-75222   -            231 23253at4891          -            314   4.1e-09   33.2   0.3   3   4   0.00012     0.027   10.8   0.0   241   260    95   114    83   118 0.91 -
tig00000037:74530-75222   -            231 23253at4891          -            314   4.1e-09   33.2   0.3   4   4      0.36        82   -0.6   0.0   242   260   145   163   140   166 0.85 -
tig00000018:621173-622084 -            304 23253at4891          -            314   3.6e-08   30.1   0.0   1   3     0.051        12    2.2   0.0    44   101    46   106    22   123 0.54 -
tig00000018:621173-622084 -            304 23253at4891          -            314   3.6e-08   30.1   0.0   2   3    0.0021      0.48    6.7   0.0     4   104    91   193    89   254 0.66 -
tig00000018:621173-622084 -            304 23253at4891          -            314   3.6e-08   30.1   0.0   3   3   5.2e-07   0.00012   18.6   0.0   239   276   262   299   256   303 0.89 -
tig00000061:551101-551736 -            212 23253at4891          -            314   2.8e-07   27.2   0.1   1   3     0.069        16    1.8   0.0   241   262    13    34     7    38 0.88 -
tig00000061:551101-551736 -            212 23253at4891          -            314   2.8e-07   27.2   0.1   2   3   0.00029     0.065    9.6   0.0   216   266    49   102    33   112 0.71 -
tig00000061:551101-551736 -            212 23253at4891          -            314   2.8e-07   27.2   0.1   3   3   3.7e-05    0.0085   12.5   0.0   240   308   116   188   101   194 0.77 -
tig00000038:154278-154922 -            215 23253at4891          -            314   2.7e-06   24.0   0.4   1   2   3.7e-07   8.4e-05   19.1   0.2   197   272     9    89     6   117 0.75 -
tig00000038:154278-154922 -            215 23253at4891          -            314   2.7e-06   24.0   0.4   2   2      0.21        47    0.2   0.0   239   261   163   185    95   208 0.55 -
tig00000083:182049-182867 -            273 23253at4891          -            314   3.1e-06   23.8   0.1   1   4    0.0012      0.27    7.5   0.1   218   270    10    66     3    74 0.71 -
tig00000083:182049-182867 -            273 23253at4891          -            314   3.1e-06   23.8   0.1   2   4    0.0003     0.068    9.5   0.1   199   261    31    97    27   113 0.75 -
tig00000083:182049-182867 -            273 23253at4891          -            314   3.1e-06   23.8   0.1   3   4    0.0021      0.47    6.8   0.0   247   304   124   187   119   197 0.68 -
tig00000083:182049-182867 -            273 23253at4891          -            314   3.1e-06   23.8   0.1   4   4      0.31        70   -0.4   0.0   243   265   209   231   205   245 0.86 -
tig00000022:404776-405999 -            408 23253at4891          -            314     1e-05   22.1   1.9   1   3    0.0012      0.27    7.6   0.0   238   261    54    77     4   134 0.91 -
tig00000022:404776-405999 -            408 23253at4891          -            314     1e-05   22.1   1.9   2   3      0.17        38    0.5   0.0    14    73   223   276   209   284 0.59 -
tig00000022:404776-405999 -            408 23253at4891          -            314     1e-05   22.1   1.9   3   3   0.00013     0.029   10.7   1.0   241   298   309   379   294   396 0.70 -
tig00000023:290906-291760 -            285 23253at4891          -            314   2.3e-05   20.9   0.0   1   2   0.00042     0.096    9.0   0.0   242   272    18    48    12    71 0.81 -
tig00000023:290906-291760 -            285 23253at4891          -            314   2.3e-05   20.9   0.0   2   2   0.00064      0.15    8.4   0.0   199   281   184   266   123   275 0.81 -
tig00000037:93821-94819   -            333 23253at4891          -            314   0.00091   15.7   0.0   1   3      0.33        75   -0.5   0.0   241   260    17    36    16    39 0.87 -
tig00000037:93821-94819   -            333 23253at4891          -            314   0.00091   15.7   0.0   2   3   0.00037     0.083    9.2   0.0   189   260    57   127    50   141 0.74 -
tig00000037:93821-94819   -            333 23253at4891          -            314   0.00091   15.7   0.0   3   3      0.05        11    2.2   0.0   205   262   233   296   159   304 0.71 -
tig00000022:516138-517016 -            293 23253at4891          -            314     0.003   14.0   0.0   1   2     0.071        16    1.7   0.0    69   226    72   108    15   123 0.60 -
tig00000022:516138-517016 -            293 23253at4891          -            314     0.003   14.0   0.0   2   2   0.00081      0.18    8.1   0.0   233   265   182   216    70   226 0.59 -
tig00000014:605092-607482 -            797 23253at4891          -            314    0.0035   13.7   1.5   1   3      0.16        36    0.5   0.0   240   268   537   565   515   569 0.83 -
tig00000014:605092-607482 -            797 23253at4891          -            314    0.0035   13.7   1.5   2   3    0.0041      0.93    5.8   0.0   242   272   623   653   616   663 0.89 -
tig00000014:605092-607482 -            797 23253at4891          -            314    0.0035   13.7   1.5   3   3      0.02       4.6    3.5   0.0   241   260   707   726   681   729 0.90 -
tig00000031:82516-87177   -           1554 23253at4891          -            314     0.066    9.6   9.2   1   4       6.2   1.4e+03   -4.7   1.0    26    59   848   883   842   896 0.68 -
tig00000031:82516-87177   -           1554 23253at4891          -            314     0.066    9.6   9.2   2   4   9.6e-05     0.022   11.1   0.1   197   239  1214  1256  1195  1294 0.82 -
tig00000031:82516-87177   -           1554 23253at4891          -            314     0.066    9.6   9.2   3   4      0.34        77   -0.5   0.0   208   257  1334  1382  1322  1386 0.77 -
tig00000031:82516-87177   -           1554 23253at4891          -            314     0.066    9.6   9.2   4   4      0.04       9.1    2.5   0.1   183   246  1450  1507  1444  1510 0.70 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/23253at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
