#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000010:165885-166967   -            361 18893at4891          -            224  2.5e-103  341.7   0.7   1   1  1.2e-104  3.1e-103  341.4   0.7     1   224   103   357   103   357 0.93 -
tig00000022:142105-142920   -            272 18893at4891          -            224   1.4e-53  179.0   0.0   1   1   6.8e-55   1.7e-53  178.7   0.0     1   221    12   266    12   269 0.82 -
tig00000061:642129-642926   -            266 18893at4891          -            224   4.1e-53  177.5   0.1   1   1     2e-54   5.1e-53  177.2   0.1     1   221     7   261     7   264 0.83 -
tig00000010:175828-176601   -            258 18893at4891          -            224   3.9e-52  174.3   0.1   1   1   1.7e-53   4.2e-52  174.2   0.1     1   207     5   235     5   258 0.83 -
tig00000037:58632-59654     -            341 18893at4891          -            224   5.7e-43  144.3   1.7   1   1   1.3e-40   3.4e-39  132.0   1.7     1   213    41   302    41   321 0.79 -
tig00000018:711119-711979   -            287 18893at4891          -            224     2e-42  142.5   1.0   1   2   7.1e-29   1.8e-27   93.6   0.9     1   138     1   151     1   155 0.87 -
tig00000018:711119-711979   -            287 18893at4891          -            224     2e-42  142.5   1.0   2   2   1.3e-14   3.2e-13   47.0   0.0   137   222   178   283   165   285 0.73 -
tig00000031:51354-53645     -            764 18893at4891          -            224   4.7e-41  138.1   0.1   1   1   2.7e-42   6.7e-41  137.5   0.1     1   209   352   590   352   598 0.81 -
tig00000001:1392959-1394848 -            630 18893at4891          -            224   1.5e-40  136.4   0.4   1   1   1.3e-41   3.2e-40  135.3   0.4     1   221    52   303    52   306 0.83 -
tig00000014:15701-16600     -            300 18893at4891          -            224   3.9e-40  135.0   0.2   1   1     2e-41     5e-40  134.7   0.2     3   187    12   216    10   240 0.84 -
tig00000012:660018-662129   -            704 18893at4891          -            224   4.3e-40  134.9   0.0   1   1   2.9e-41   7.3e-40  134.2   0.0     4   194    85   298    82   337 0.82 -
tig00000007:124683-125471   -            263 18893at4891          -            224   1.7e-39  133.0   0.5   1   1   1.4e-38   3.5e-37  125.4   0.5     1   217     2   253     2   263 0.80 -
tig00000001:1413682-1414488 -            269 18893at4891          -            224   2.1e-38  129.4   1.6   1   2   5.9e-25   1.5e-23   80.8   1.2     1   134     6   151     6   154 0.85 -
tig00000001:1413682-1414488 -            269 18893at4891          -            224   2.1e-38  129.4   1.6   2   2   1.2e-14     3e-13   47.1   0.0   136   218   173   269   167   269 0.76 -
tig00000012:468182-469240   -            353 18893at4891          -            224   2.8e-38  129.0   0.0   1   2   6.1e-39   1.5e-37  126.6   0.0     1   209    29   264    29   287 0.81 -
