#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   1   6      0.83     1e+02   -1.9   0.2     2    35     2    36     1    50 0.66 -
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   2   6   1.1e-07   1.4e-05   20.8  12.9    15   111    46   162    23   172 0.66 -
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   3   6   1.7e-77   2.2e-75  251.6   0.6    83   222   217   369   151   385 0.82 -
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   4   6  1.4e-230  1.8e-228  757.8   3.4   219   607   405   816   400   826 0.95 -
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   5   6   1.4e-19   1.7e-17   60.2   0.7   594   689   825   947   820   979 0.78 -
tig00000061:251144-254323   -           1060 3316at4891           -            746         0 1105.2  41.4   6   6   6.7e-09   8.4e-07   24.9   0.5   677   746   989  1059   962  1059 0.71 -
tig00000083:325827-327290   -            488 3316at4891           -            746  1.9e-109  364.2   2.6   1   1  2.1e-111  2.6e-109  363.8   2.6   130   576    11   483     6   487 0.87 -
tig00000010:407860-413460   -           1867 3316at4891           -            746    8e-109  362.2   1.8   1   2   1.8e-68   2.2e-66  221.8   0.0   110   426  1252  1582  1237  1601 0.85 -
tig00000010:407860-413460   -           1867 3316at4891           -            746    8e-109  362.2   1.8   2   2   1.8e-43   2.3e-41  139.1   0.4   447   606  1645  1814  1639  1834 0.85 -
tig00000003:1803-5244       -           1129 3316at4891           -            746  6.8e-107  355.8   3.9   1   2   1.4e-64   1.8e-62  208.9   0.9   111   429   292   619   257   676 0.83 -
tig00000003:1803-5244       -           1129 3316at4891           -            746  6.8e-107  355.8   3.9   2   2   6.7e-46   8.3e-44  147.2   0.1   430   592   859  1028   848  1105 0.90 -
tig00000007:880427-881827   -            467 3316at4891           -            746  8.2e-107  355.5   4.5   1   1  1.2e-108  1.5e-106  354.6   4.5   129   569     8   459     6   466 0.87 -
tig00000007:851921-853378   -            486 3316at4891           -            746    9e-107  355.4   5.4   1   1    1e-108  1.2e-106  354.9   5.4   129   575    10   481     6   485 0.86 -
tig00000001:1116681-1121216 -           1512 3316at4891           -            746  2.6e-106  353.8   4.4   1   2     3e-64   3.7e-62  207.9   1.1   111   429   675  1002   641  1052 0.83 -
tig00000001:1116681-1121216 -           1512 3316at4891           -            746  2.6e-106  353.8   4.4   2   2     1e-45   1.3e-43  146.6   0.1   430   592  1242  1411  1231  1487 0.90 -
tig00000014:704372-705787   -            472 3316at4891           -            746  4.1e-104  346.6   3.9   1   1  9.2e-106  1.1e-103  345.1   3.9   128   575     6   464     1   469 0.86 -
tig00000005:909994-912687   -            898 3316at4891           -            746   4.2e-99  330.0   0.5   1   2   4.4e-55   5.4e-53  177.6   0.0   148   425   328   622   317   628 0.87 -
tig00000005:909994-912687   -            898 3316at4891           -            746   4.2e-99  330.0   0.5   2   2   6.9e-47   8.5e-45  150.5   0.2   428   611   651   843   644   872 0.88 -
tig00000005:882618-885167   -            850 3316at4891           -            746   5.5e-97  323.0  12.0   1   2   7.2e-58   8.9e-56  186.8   3.8    90   426    66   421    16   427 0.79 -
tig00000005:882618-885167   -            850 3316at4891           -            746   5.5e-97  323.0  12.0   2   2   1.8e-43   2.3e-41  139.1   1.2   429   569   698   844   692   850 0.91 -
tig00000038:38957-41455     -            833 3316at4891           -            746   1.9e-91  304.7   9.0   1   2   6.9e-57   8.5e-55  183.5   1.5    17   393    71   469    56   490 0.71 -
tig00000038:38957-41455     -            833 3316at4891           -            746   1.9e-91  304.7   9.0   2   2   2.2e-39   2.8e-37  125.6   1.1   426   581   578   740   521   821 0.82 -
tig00000023:500411-504814   -           1468 3316at4891           -            746   3.8e-91  303.7   6.9   1   2       3.5   4.4e+02   -4.0   0.0   602   640   227   266   218   279 0.69 -
tig00000023:500411-504814   -           1468 3316at4891           -            746   3.8e-91  303.7   6.9   2   2   5.5e-91   6.8e-89  296.3   4.2   128   586   374   858   333   907 0.79 -
tig00000039:117787-121119   -           1111 3316at4891           -            746   1.4e-90  301.8   3.1   1   2   9.4e-51   1.2e-48  163.2   0.0   129   390   559   817   510   834 0.86 -
tig00000039:117787-121119   -           1111 3316at4891           -            746   1.4e-90  301.8   3.1   2   2   3.6e-43   4.5e-41  138.2   1.1   411   582   910  1094   879  1107 0.82 -
tig00000014:374026-376782   -            919 3316at4891           -            746   6.9e-87  289.6   1.1   1   1   2.7e-88   3.4e-86  287.4   1.1   143   632   300   842   289   881 0.80 -
tig00000014:456207-458576   -            790 3316at4891           -            746   1.2e-52  176.5   2.5   1   3   1.4e-28   1.7e-26   89.9   0.0   122   309   176   368    83   373 0.86 -
tig00000014:456207-458576   -            790 3316at4891           -            746   1.2e-52  176.5   2.5   2   3    0.0035      0.43    6.0   0.1   367   427   463   523   429   538 0.77 -
tig00000014:456207-458576   -            790 3316at4891           -            746   1.2e-52  176.5   2.5   3   3   2.9e-25   3.6e-23   79.0   0.2   426   568   613   763   595   789 0.81 -
tig00000007:690606-692705   -            700 3316at4891           -            746   5.9e-50  167.5   3.4   1   3   1.5e-14   1.9e-12   43.5   0.0   123   200    22   100     9   125 0.87 -
tig00000007:690606-692705   -            700 3316at4891           -            746   5.9e-50  167.5   3.4   2   3   1.6e-14   1.9e-12   43.5   0.1   257   432   188   375   177   409 0.73 -
tig00000007:690606-692705   -            700 3316at4891           -            746   5.9e-50  167.5   3.4   3   3   1.8e-25   2.2e-23   79.6   0.3   434   571   535   677   509   689 0.84 -
tig00000034:190853-194344   -           1164 3316at4891           -            746   1.6e-39  133.1  13.7   1   4       3.6   4.5e+02   -4.0   0.1    93   142   398   444   389   451 0.66 -
tig00000034:190853-194344   -           1164 3316at4891           -            746   1.6e-39  133.1  13.7   2   4   2.3e-05    0.0028   13.2   0.0   148   181   520   554   512   566 0.79 -
tig00000034:190853-194344   -           1164 3316at4891           -            746   1.6e-39  133.1  13.7   3   4   6.5e-14   8.1e-12   41.4   2.8   180   433   581   852   575   869 0.72 -
tig00000034:190853-194344   -           1164 3316at4891           -            746   1.6e-39  133.1  13.7   4   4     1e-26   1.3e-24   83.8   0.2   425   592   982  1163   934  1164 0.84 -
tig00000078:442873-447414   -           1514 3316at4891           -            746   4.9e-21   71.9   2.9   1   2   3.4e-09   4.2e-07   25.8   0.3   149   297   347   530   329   543 0.63 -
tig00000078:442873-447414   -           1514 3316at4891           -            746   4.9e-21   71.9   2.9   2   2   6.3e-15   7.8e-13   44.8   0.2   449   571  1342  1465  1286  1501 0.80 -
tig00000018:414798-417390   -            535 3316at4891           -            746   2.1e-05   20.2   0.0   1   1   2.4e-07     3e-05   19.7   0.0   440   524   349   437   331   457 0.85 -
tig00000010:333971-335206   -            412 3316at4891           -            746   0.00059   15.4   0.0   1   1   7.2e-06   0.00089   14.8   0.0   439   520   256   342   239   363 0.83 -
tig00000007:718426-719946   -            507 3316at4891           -            746    0.0021   13.6   0.0   1   2       2.8   3.5e+02   -3.7   0.0   288   315   216   245   212   247 0.77 -
tig00000007:718426-719946   -            507 3316at4891           -            746    0.0021   13.6   0.0   2   2   3.5e-05    0.0043   12.6   0.0   446   520   355   433   340   453 0.84 -
tig00000012:85356-86870     -            505 3316at4891           -            746     0.014   10.9   0.0   1   2   0.00028     0.035    9.6   0.0   445   527   286   372   275   390 0.79 -
tig00000012:85356-86870     -            505 3316at4891           -            746     0.014   10.9   0.0   2   2       1.5   1.8e+02   -2.7   0.0    12    59   419   466   410   470 0.84 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/3316at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/3316at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/3316at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:07:39 2023
# [ok]
