#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000007:246186-247562 -            459 21155at4891          -            274   1.6e-90  300.5  49.6   1   4       1.4   3.1e+02   -2.2   0.1    30    59    37    66     6    77 0.57 -
tig00000007:246186-247562 -            459 21155at4891          -            274   1.6e-90  300.5  49.6   2   4   8.6e-06     0.002   14.9   4.1    15    55    82   122    68   130 0.76 -
tig00000007:246186-247562 -            459 21155at4891          -            274   1.6e-90  300.5  49.6   3   4     3e-13   6.8e-11   39.4   0.9    45    84   131   173   125   179 0.84 -
tig00000007:246186-247562 -            459 21155at4891          -            274   1.6e-90  300.5  49.6   4   4   5.7e-78   1.3e-75  251.7  26.0    75   273   192   450   185   451 0.82 -
tig00000023:505392-507110 -            573 21155at4891          -            274   4.1e-15   53.2   0.3   1   4   3.6e-09   8.2e-07   26.0   0.0   150   221    35   115    28   126 0.87 -
tig00000023:505392-507110 -            573 21155at4891          -            274   4.1e-15   53.2   0.3   2   4     0.087        20    1.8   0.1   153   198   126   175   114   210 0.73 -
tig00000023:505392-507110 -            573 21155at4891          -            274   4.1e-15   53.2   0.3   3   4   2.8e-05    0.0064   13.2   0.2   152   226   218   300   183   320 0.78 -
tig00000023:505392-507110 -            573 21155at4891          -            274   4.1e-15   53.2   0.3   4   4    0.0018      0.41    7.3   0.1   154   231   323   406   314   431 0.65 -
tig00000031:283864-284850 -            329 21155at4891          -            274   4.2e-11   40.1   0.1   1   2   5.7e-09   1.3e-06   25.4   0.0   148   202   103   163    96   210 0.78 -
tig00000031:283864-284850 -            329 21155at4891          -            274   4.2e-11   40.1   0.1   2   2     4e-05    0.0091   12.7   0.0   150   198   255   302   223   322 0.88 -
tig00000018:308558-309709 -            384 21155at4891          -            274     4e-10   36.9  16.4   1   4      0.71   1.6e+02   -1.2   1.8   198   263     2    72     1    87 0.61 -
tig00000018:308558-309709 -            384 21155at4891          -            274     4e-10   36.9  16.4   2   4   4.9e-06    0.0011   15.7   0.2   143   179    97   133    91   144 0.82 -
tig00000018:308558-309709 -            384 21155at4891          -            274     4e-10   36.9  16.4   3   4   0.00087       0.2    8.3   0.0   183   229   159   208   151   216 0.78 -
tig00000018:308558-309709 -            384 21155at4891          -            274     4e-10   36.9  16.4   4   4   3.5e-08     8e-06   22.8   0.5   148   232   216   309   209   347 0.68 -
tig00000005:293050-294291 -            414 21155at4891          -            274   4.5e-10   36.7   0.0   1   3    0.0072       1.6    5.3  10.0    17    80   124   188   112   198 0.58 -
tig00000005:293050-294291 -            414 21155at4891          -            274   4.5e-10   36.7   0.0   2   3   2.5e-05    0.0058   13.4   0.0   153   216   168   240   165   263 0.75 -
tig00000005:293050-294291 -            414 21155at4891          -            274   4.5e-10   36.7   0.0   3   3     4e-10   9.1e-08   29.1   0.0   151   217   265   340   259   350 0.82 -
tig00000018:604043-605371 -            443 21155at4891          -            274     2e-09   34.6   0.1   1   2   1.2e-10   2.7e-08   30.9   0.2    57   230    61   239    24   260 0.76 -
