#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000014:179222-182206   -            995 2385at4891           -            688         0 1043.0  11.6   1   4   1.9e-11   2.6e-09   33.3   0.2     1    88    40   166    40   193 0.72 -
tig00000014:179222-182206   -            995 2385at4891           -            688         0 1043.0  11.6   2   4   0.00018     0.025   10.3   0.1    69   111   227   278   221   291 0.71 -
tig00000014:179222-182206   -            995 2385at4891           -            688         0 1043.0  11.6   3   4    2e-190  2.7e-188  624.9   4.0    86   470   278   704   273   715 0.89 -
tig00000014:179222-182206   -            995 2385at4891           -            688         0 1043.0  11.6   4   4  2.7e-114  3.7e-112  373.3   0.0   462   688   752   992   740   992 0.93 -
tig00000034:56335-58818     -            828 2385at4891           -            688   2.7e-07   26.7   0.1   1   2   2.6e-06   0.00036   16.4   0.0   265   297   240   272   205   288 0.69 -
tig00000034:56335-58818     -            828 2385at4891           -            688   2.7e-07   26.7   0.1   2   2   0.00093      0.13    7.9   0.0   267   294   570   597   560   638 0.84 -
tig00000023:191049-192608   -            520 2385at4891           -            688   1.1e-06   24.7   0.1   1   1   1.2e-08   1.6e-06   24.1   0.1   226   345    63   180    53   184 0.79 -
tig00000005:695114-696325   -            404 2385at4891           -            688   8.2e-06   21.8   0.0   1   1     1e-07   1.4e-05   21.0   0.0   262   345   179   254   151   258 0.76 -
tig00000001:236826-239330   -            835 2385at4891           -            688     1e-05   21.5   0.0   1   2    0.0018      0.24    7.0   0.0   267   292   251   276   242   323 0.68 -
tig00000001:236826-239330   -            835 2385at4891           -            688     1e-05   21.5   0.0   2   2   5.3e-05    0.0073   12.0   0.0   264   294   521   551   478   558 0.81 -
tig00000010:426424-427398   -            325 2385at4891           -            688   5.2e-05   19.1   0.0   1   1   6.2e-07   8.4e-05   18.4   0.0   267   300    79   112    37   152 0.78 -
