#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000031:336025-337638 -            538 8978at4891           -            446    8e-194  641.6   4.1   1   1  1.1e-195  2.2e-193  640.2   4.1     1   445     5   537     5   538 0.89 -
tig00000061:375173-377218 -            682 8978at4891           -            446   6.8e-68  226.6   5.8   1   1   1.6e-68   3.3e-66  221.0   5.8     1   438    52   536    52   542 0.82 -
tig00000023:365969-367801 -            611 8978at4891           -            446   2.3e-67  224.8   2.7   1   2   1.1e-69   2.3e-67  224.8   2.7     2   437     1   486     1   495 0.82 -
tig00000023:365969-367801 -            611 8978at4891           -            446   2.3e-67  224.8   2.7   2   2       3.3     7e+02   -4.2   0.3   384   408   507   531   504   548 0.64 -
tig00000039:142421-144271 -            617 8978at4891           -            446   1.1e-66  222.6   1.8   1   2   5.2e-69   1.1e-66  222.6   1.8     2   437     7   491     6   498 0.81 -
tig00000039:142421-144271 -            617 8978at4891           -            446   1.1e-66  222.6   1.8   2   2       1.8   3.8e+02   -3.3   0.8   385   408   513   536   509   557 0.55 -
tig00000014:85951-87783   -            611 8978at4891           -            446   2.1e-66  221.7   7.0   1   2     3e-68   6.2e-66  220.1   2.0     2   396     1   442     1   493 0.80 -
tig00000014:85951-87783   -            611 8978at4891           -            446   2.1e-66  221.7   7.0   2   2       2.6   5.5e+02   -3.8   0.2    24    47   510   535   505   550 0.44 -
tig00000034:81298-83145   -            616 8978at4891           -            446   2.7e-66  221.3   1.4   1   2   1.3e-68   2.7e-66  221.3   1.4     2   437     1   485     1   494 0.82 -
tig00000034:81298-83145   -            616 8978at4891           -            446   2.7e-66  221.3   1.4   2   2       1.7   3.6e+02   -3.2   0.8   385   408   507   530   503   553 0.55 -
tig00000001:44775-46406   -            544 8978at4891           -            446   3.8e-65  217.5   2.1   1   1   1.4e-65   2.9e-63  211.3   2.1     2   439     1   489     1   495 0.81 -
tig00000018:253237-254868 -            544 8978at4891           -            446   4.8e-65  217.2   3.1   1   1   1.7e-65   3.6e-63  211.0   3.1     2   439     1   489     1   495 0.82 -
tig00000061:230145-232109 -            655 8978at4891           -            446   1.9e-49  165.8   2.8   1   2   1.4e-51   2.8e-49  165.2   0.7     1   439    32   515    32   522 0.82 -
tig00000061:230145-232109 -            655 8978at4891           -            446   1.9e-49  165.8   2.8   2   2       2.4   5.1e+02   -3.7   0.1   286   329   586   629   583   634 0.79 -
tig00000023:96158-98044   -            629 8978at4891           -            446   1.2e-47  159.8   2.7   1   1   2.6e-49   5.4e-47  157.7   2.7     1   439    16   499    16   505 0.82 -
tig00000078:214861-216732 -            624 8978at4891           -            446   1.2e-36  123.6   0.6   1   1   8.5e-38   1.8e-35  119.7   0.6    83   437   124   497     1   504 0.76 -
tig00000010:359790-361646 -            619 8978at4891           -            446   8.2e-34  114.2   3.2   1   2   9.6e-07    0.0002   17.4   0.6     3    66     4    73     3   163 0.84 -
tig00000010:359790-361646 -            619 8978at4891           -            446   8.2e-34  114.2   3.2   2   2   2.4e-30     5e-28   95.2   0.1   141   321   200   377   193   385 0.94 -
tig00000022:303866-306460 -            865 8978at4891           -            446     6e-16   55.4   0.2   1   1     6e-18   1.3e-15   54.3   0.2   191   373   294   477   262   491 0.78 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/8978at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/8978at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/8978at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:08:41 2023
# [ok]
