#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000014:614731-617265 -            845 3049at4891           -            610         0 1022.7  23.1   1   3      0.11        43   -0.4   0.0     2    24     4    31     3    46 0.81 -
tig00000014:614731-617265 -            845 3049at4891           -            610         0 1022.7  23.1   2   3   1.9e-22   7.6e-20   68.2   3.5    15    99    53   157    42   167 0.79 -
tig00000014:614731-617265 -            845 3049at4891           -            610         0 1022.7  23.1   3   3  2.3e-286  8.9e-284  939.9  10.7    66   589   167   751   155   797 0.88 -
tig00000005:985486-988524 -           1013 3049at4891           -            610  6.4e-134  444.9   2.1   1   2   1.8e-26     7e-24   81.5   0.0    94   243   253   403   245   415 0.85 -
tig00000005:985486-988524 -           1013 3049at4891           -            610  6.4e-134  444.9   2.1   2   2  1.3e-111  4.9e-109  362.7   0.5   266   561   515   820   505   861 0.90 -
tig00000006:6154-9192     -           1013 3049at4891           -            610  4.8e-133  442.0   2.1   1   2   1.8e-26     7e-24   81.5   0.0    94   243   253   403   245   415 0.85 -
tig00000006:6154-9192     -           1013 3049at4891           -            610  4.8e-133  442.0   2.1   2   2  9.6e-111  3.8e-108  359.8   0.5   266   561   515   820   505   861 0.90 -
tig00000010:606167-608959 -            931 3049at4891           -            610  3.8e-125  415.9   9.9   1   2   1.3e-19   5.2e-17   58.8   1.5    23   271   221   468   204   487 0.80 -
tig00000010:606167-608959 -            931 3049at4891           -            610  3.8e-125  415.9   9.9   2   2  2.4e-111  9.3e-109  361.8   1.6   266   608   506   871   499   873 0.88 -
tig00000078:382462-384786 -            775 3049at4891           -            610  4.9e-117  389.1   3.4   1   2   2.2e-10   8.7e-08   28.3   0.3   104   241   135   298    25   306 0.68 -
tig00000078:382462-384786 -            775 3049at4891           -            610  4.9e-117  389.1   3.4   2   2  6.6e-110  2.6e-107  357.0   0.2   267   575   357   690   344   718 0.87 -
tig00000023:88421-91324   -            968 3049at4891           -            610  4.5e-115  382.7   5.1   1   2  3.5e-108  1.4e-105  351.3   0.8   112   488   160   568    93   586 0.85 -
tig00000023:88421-91324   -            968 3049at4891           -            610  4.5e-115  382.7   5.1   2   2     3e-10   1.2e-07   27.9   0.2   492   562   645   720   630   730 0.84 -
tig00000014:176271-178871 -            867 3049at4891           -            610    4e-111  369.6   3.8   1   3   1.6e-18   6.2e-16   55.2   0.0   113   270   302   459   278   466 0.85 -
tig00000014:176271-178871 -            867 3049at4891           -            610    4e-111  369.6   3.8   2   3   2.3e-91   8.9e-89  295.8   0.0   268   490   485   707   474   722 0.96 -
tig00000014:176271-178871 -            867 3049at4891           -            610    4e-111  369.6   3.8   3   3   5.9e-07   0.00023   17.0   1.5   472   574   732   845   724   863 0.73 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/3049at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/3049at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/3049at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:07:29 2023
# [ok]
