#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000023:206691-208271   -            527 6624at4891           -            430  2.9e-274  906.7   0.2   1   1  1.2e-276  3.4e-274  906.5   0.2     1   430    68   525    68   525 0.97 -
tig00000007:679536-680729   -            398 6624at4891           -            430   4.5e-21   72.5   2.4   1   1   3.9e-22   1.1e-19   68.0   2.4    32   270     9   244     3   250 0.72 -
tig00000010:710018-711322   -            435 6624at4891           -            430   7.3e-09   32.3   0.1   1   2   7.1e-11   1.9e-08   30.9   0.0    32   203     3   189     1   201 0.74 -
tig00000010:710018-711322   -            435 6624at4891           -            430   7.3e-09   32.3   0.1   2   2         1   2.8e+02   -2.6   0.1   284   314   277   307   254   322 0.71 -
tig00000014:466642-467946   -            435 6624at4891           -            430   7.3e-09   32.3   0.1   1   2   7.1e-11   1.9e-08   30.9   0.0    32   203     3   189     1   201 0.74 -
tig00000014:466642-467946   -            435 6624at4891           -            430   7.3e-09   32.3   0.1   2   2         1   2.8e+02   -2.6   0.1   284   314   277   307   254   322 0.71 -
tig00000008:318-2847        -            832 6624at4891           -            430   1.3e-06   24.9   0.9   1   1   6.5e-09   1.8e-06   24.4   0.9    30   180    20   174     1   197 0.72 -
tig00000007:575993-578521   -            843 6624at4891           -            430   1.3e-06   24.9   0.9   1   1   6.7e-09   1.8e-06   24.4   0.9    30   180    20   174     1   197 0.72 -
tig00000001:1223983-1226493 -            837 6624at4891           -            430   1.4e-06   24.7   0.5   1   1   8.2e-09   2.3e-06   24.1   0.5    33   180    17   168     3   191 0.73 -
tig00000001:789056-791095   -            680 6624at4891           -            430   0.00084   15.6   0.0   1   1   6.5e-06    0.0018   14.5   0.0    37   171   260   405   235   455 0.67 -
tig00000031:121280-122767   -            496 6624at4891           -            430    0.0032   13.7   0.1   1   2       0.6   1.6e+02   -1.8   0.0    32    55   325   348   314   352 0.85 -
tig00000031:121280-122767   -            496 6624at4891           -            430    0.0032   13.7   0.1   2   2   3.6e-05    0.0098   12.1   0.1   149   216   428   493   416   496 0.80 -
tig00000014:732598-733167   -            190 6624at4891           -            430     0.016   11.4   0.0   1   1     8e-05     0.022   11.0   0.0   161   222   111   165    55   173 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/6624at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/6624at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/6624at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:08:23 2023
# [ok]
