#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000061:177920-178975   -            352 14055at4891          -            265  1.2e-138  458.3   1.2   1   2  7.4e-130  1.4e-127  422.0   0.1     1   219    26   249    26   293 0.89 -
tig00000061:177920-178975   -            352 14055at4891          -            265  1.2e-138  458.3   1.2   2   2   4.5e-12   8.2e-10   35.8   0.3   220   265   304   351   249   351 0.66 -
tig00000018:87388-88389     -            334 14055at4891          -            265   1.2e-68  228.7   1.1   1   2   1.1e-69   2.1e-67  224.7   0.1     1   209    14   216    14   223 0.92 -
tig00000018:87388-88389     -            334 14055at4891          -            265   1.2e-68  228.7   1.1   2   2       0.1        19    1.9   0.1   182   256   243   319   240   327 0.77 -
tig00000007:136514-137467   -            318 14055at4891          -            265   7.5e-65  216.3   0.3   1   2   1.1e-66   2.1e-64  214.8   0.1     1   209     9   212     9   238 0.93 -
tig00000007:136514-137467   -            318 14055at4891          -            265   7.5e-65  216.3   0.3   2   2       1.1     2e+02   -1.5   0.0   222   264   269   315   233   316 0.62 -
tig00000014:414574-415635   -            354 14055at4891          -            265   7.8e-38  127.7   3.8   1   1   2.5e-38   4.6e-36  121.9   3.8     2   236     4   270     3   277 0.77 -
tig00000007:744688-747270   -            861 14055at4891          -            265   1.3e-14   51.6   0.1   1   1   4.8e-16   8.7e-14   48.9   0.1     2   224   298   537   297   563 0.70 -
tig00000012:517990-520191   -            734 14055at4891          -            265     1e-09   35.5   3.1   1   2      0.05         9    2.9   0.1     2    20   109   127   108   139 0.83 -
tig00000012:517990-520191   -            734 14055at4891          -            265     1e-09   35.5   3.1   2   2   8.9e-10   1.6e-07   28.3   0.6    36   208   172   359   156   373 0.74 -
tig00000023:531334-533295   -            654 14055at4891          -            265   3.4e-05   20.7   0.2   1   2   5.6e-05      0.01   12.6   0.0     2    57    61   121    60   129 0.85 -
tig00000023:531334-533295   -            654 14055at4891          -            265   3.4e-05   20.7   0.2   2   2     0.007       1.3    5.7   0.1   173   233   278   339   249   378 0.57 -
tig00000001:236826-239330   -            835 14055at4891          -            265   8.9e-05   19.3   0.3   1   2    0.0045      0.81    6.3   0.0    36    56   251   271   239   279 0.87 -
tig00000001:236826-239330   -            835 14055at4891          -            265   8.9e-05   19.3   0.3   2   2   0.00038      0.07    9.8   0.1    36    60   524   548   516   559 0.83 -
tig00000001:1205934-1207292 -            453 14055at4891          -            265   0.00094   16.0   0.0   1   1     9e-06    0.0016   15.2   0.0    37    75   268   306   263   314 0.88 -
