#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   1   7   0.00035     0.048    9.5   0.7     1    27    15    54    15    87 0.73 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   2   7      0.22        30    0.3   0.1    30    49    94   113    76   124 0.87 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   3   7   4.9e-61   6.7e-59  197.0   6.9    50   205   148   343   134   351 0.83 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   4   7   1.6e-25   2.1e-23   79.9   0.1   204   282   363   458   359   468 0.85 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   5   7   1.1e-12   1.6e-10   37.5   0.0   290   344   496   557   466   573 0.76 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   6   7   2.2e-34     3e-32  109.1   0.3   333   430   582   695   568   698 0.85 -
tig00000014:344490-346829 -            780 4795at4891           -            483  2.2e-148  492.1  37.6   7   7   2.7e-24   3.7e-22   75.9   0.9   430   483   718   780   711   780 0.89 -
tig00000061:685554-688952 -           1133 4795at4891           -            483   1.4e-16   57.4   8.5   1   5         4   5.5e+02   -3.9   0.1   358   383   147   172   144   174 0.80 -
tig00000061:685554-688952 -           1133 4795at4891           -            483   1.4e-16   57.4   8.5   2   5   8.7e-08   1.2e-05   21.4   0.0   165   205   243   286   226   294 0.78 -
tig00000061:685554-688952 -           1133 4795at4891           -            483   1.4e-16   57.4   8.5   3   5   5.6e-09   7.6e-07   25.3   0.2   225   276   339   390   314   394 0.82 -
tig00000061:685554-688952 -           1133 4795at4891           -            483   1.4e-16   57.4   8.5   4   5      0.19        25    0.5   0.0   289   335   881   934   851   938 0.69 -
tig00000061:685554-688952 -           1133 4795at4891           -            483   1.4e-16   57.4   8.5   5   5     7e-05    0.0096   11.8   0.1   421   482   943  1010   935  1011 0.80 -
tig00000001:572249-573343 -            365 4795at4891           -            483   2.3e-15   53.5  14.9   1   4   2.2e-08     3e-06   23.4   0.8   183   212     5    34     2    75 0.65 -
tig00000001:572249-573343 -            365 4795at4891           -            483   2.3e-15   53.5  14.9   2   4   6.1e-07   8.4e-05   18.6   0.0   223   267    77   121    61   125 0.89 -
tig00000001:572249-573343 -            365 4795at4891           -            483   2.3e-15   53.5  14.9   3   4      0.11        15    1.3   0.2    46    96   187   235   154   260 0.69 -
tig00000001:572249-573343 -            365 4795at4891           -            483   2.3e-15   53.5  14.9   4   4   8.7e-07   0.00012   18.1   0.9   431   481   308   365   305   365 0.77 -
tig00000038:104596-106074 -            493 4795at4891           -            483   3.6e-14   49.5   5.8   1   3   5.4e-08   7.4e-06   22.1   0.2   179   234    97   153    88   177 0.70 -
tig00000038:104596-106074 -            493 4795at4891           -            483   3.6e-14   49.5   5.8   2   3      0.36        50   -0.4   0.1   245   270   199   224   177   256 0.77 -
tig00000038:104596-106074 -            493 4795at4891           -            483   3.6e-14   49.5   5.8   3   3   4.2e-10   5.7e-08   29.1   0.1   426   470   418   467   291   475 0.84 -
tig00000023:358066-358833 -            256 4795at4891           -            483   3.5e-13   46.3   3.0   1   3   2.3e-07   3.2e-05   20.0   0.1   226   298     4    82     1    94 0.68 -
tig00000023:358066-358833 -            256 4795at4891           -            483   3.5e-13   46.3   3.0   2   3      0.68        93   -1.3   0.0   299   334   139   176   103   187 0.60 -
tig00000023:358066-358833 -            256 4795at4891           -            483   3.5e-13   46.3   3.0   3   3   3.2e-09   4.4e-07   26.1   0.1   430   471   191   235   179   242 0.88 -
