#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000078:471326-471898   -            191 26792at4891          -            156   2.2e-98  323.8   2.1   1   2   3.9e-83   4.7e-81  267.5   0.6     1   124     1   125     1   140 0.96 -
tig00000078:471326-471898   -            191 26792at4891          -            156   2.2e-98  323.8   2.1   2   2   4.8e-18   5.7e-16   56.1   0.0   122   156   146   180   137   180 0.95 -
tig00000010:878871-879404   -            178 26792at4891          -            156   4.3e-57  189.7   0.2   1   2     1e-54   1.2e-52  175.2   0.1     5   139     5   140     2   149 0.93 -
tig00000010:878871-879404   -            178 26792at4891          -            156   4.3e-57  189.7   0.2   2   2   5.2e-05    0.0061   13.7   0.0   121   153   145   177   137   178 0.88 -
tig00000018:301123-301800   -            226 26792at4891          -            156   1.5e-55  184.7   1.5   1   3   6.5e-24   7.8e-22   75.1   0.2     1    52     1    52     1    80 0.83 -
tig00000018:301123-301800   -            226 26792at4891          -            156   1.5e-55  184.7   1.5   2   3   7.5e-29   8.9e-27   91.2   0.0    48   140    78   182    71   190 0.80 -
tig00000018:301123-301800   -            226 26792at4891          -            156   1.5e-55  184.7   1.5   3   3   7.4e-06   0.00088   16.5   0.0   127   153   192   218   179   222 0.81 -
tig00000022:555862-556359   -            166 26792at4891          -            156     1e-48  162.5   0.3   1   1   1.3e-49   1.5e-47  158.7   0.3     5   152     1   165     1   166 0.87 -
tig00000083:306224-306916   -            231 26792at4891          -            156   1.8e-44  148.7   0.1   1   2   9.2e-41   1.1e-38  129.9   0.0     5   129    18   143    15   152 0.96 -
tig00000083:306224-306916   -            231 26792at4891          -            156   1.8e-44  148.7   0.1   2   2   5.8e-06   0.00069   16.8   0.0   122   154   180   212   174   214 0.93 -
tig00000018:457674-458246   -            191 26792at4891          -            156   5.7e-44  147.0   0.1   1   2   3.8e-39   4.5e-37  124.6   0.0     5   123     9   128     5   134 0.96 -
