#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000001:1300696-1302504 -            603 8487at4891           -            314   1.9e-77  257.6  44.8   1   4   2.3e-58     1e-55  186.2   7.4     1   151   103   268   103   278 0.91 -
tig00000001:1300696-1302504 -            603 8487at4891           -            314   1.9e-77  257.6  44.8   2   4   1.1e-07   5.2e-05   19.6   0.7   106   168   275   339   265   343 0.73 -
tig00000001:1300696-1302504 -            603 8487at4891           -            314   1.9e-77  257.6  44.8   3   4   1.9e-16   8.4e-14   48.5   8.9   167   288   363   486   353   497 0.73 -
tig00000001:1300696-1302504 -            603 8487at4891           -            314   1.9e-77  257.6  44.8   4   4   7.9e-08   3.6e-05   20.2   5.9   245   299   517   572   498   599 0.64 -
tig00000001:257311-259029   -            573 8487at4891           -            314   2.2e-32  109.6  28.7   1   4   2.6e-16   1.2e-13   48.0   0.1    12    56   112   160    97   170 0.84 -
tig00000001:257311-259029   -            573 8487at4891           -            314   2.2e-32  109.6  28.7   2   4   4.3e-17   1.9e-14   50.6   3.3    56   143   187   282   184   303 0.82 -
tig00000001:257311-259029   -            573 8487at4891           -            314   2.2e-32  109.6  28.7   3   4   1.1e-06   0.00049   16.4   4.8   182   242   372   437   313   460 0.67 -
tig00000001:257311-259029   -            573 8487at4891           -            314   2.2e-32  109.6  28.7   4   4   0.00038      0.18    8.1   0.8   238   288   481   531   472   570 0.79 -
tig00000061:378452-379669   -            406 8487at4891           -            314   1.5e-08   31.3   2.6   1   3   3.3e-11   1.5e-08   31.3   2.6    21   100    57   139    54   148 0.82 -
tig00000061:378452-379669   -            406 8487at4891           -            314   1.5e-08   31.3   2.6   2   3     0.092        42    0.2   4.2   222   283   136   200   125   241 0.49 -
tig00000061:378452-379669   -            406 8487at4891           -            314   1.5e-08   31.3   2.6   3   3    0.0057       2.6    4.2   1.5   195   276   265   353   251   385 0.72 -
tig00000012:656448-656702   -             85 8487at4891           -            314   5.4e-06   22.9   0.4   1   1   1.3e-08     6e-06   22.7   0.4    21    50    23    53    19    80 0.87 -
tig00000007:1004616-1005149 -            178 8487at4891           -            314   5.9e-05   19.5   0.2   1   1   1.7e-07   7.9e-05   19.0   0.2    21    84    93   155    87   175 0.72 -
tig00000018:506980-508206   -            409 8487at4891           -            314     0.014   11.7   0.1   1   1   4.1e-05     0.019   11.2   0.1     4    58   319   372   316   384 0.81 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/8487at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/8487at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/8487at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:08:38 2023
# [ok]
