#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000078:68227-69483   -            419 14746at4891          -            361  1.3e-195  646.7   0.0   1   1  4.3e-198  2.4e-195  645.9   0.0     1   361    10   410    10   410 0.93 -
tig00000007:59600-60868   -            423 14746at4891          -            361   6.1e-49  164.2   0.0   1   1   1.5e-51   8.5e-49  163.7   0.0    11   359    31   410    20   412 0.73 -
tig00000039:10842-12092   -            417 14746at4891          -            361   1.2e-30  104.0   0.9   1   2     4e-08   2.2e-05   20.9   0.0    16   142    28   156    10   173 0.83 -
tig00000039:10842-12092   -            417 14746at4891          -            361   1.2e-30  104.0   0.9   2   2   1.3e-26   7.2e-24   81.7   0.2   164   290   208   346   196   417 0.69 -
tig00000018:735395-736771 -            459 14746at4891          -            361   1.1e-27   94.2   2.0   1   2   1.6e-07   8.8e-05   18.9   0.0    17   146    36   173    20   181 0.71 -
tig00000018:735395-736771 -            459 14746at4891          -            361   1.1e-27   94.2   2.0   2   2   3.5e-23   1.9e-20   70.4   1.3   157   280   213   369   207   459 0.75 -
tig00000005:579790-581106 -            439 14746at4891          -            361   2.1e-20   70.3   0.0   1   2   8.1e-06    0.0044   13.3   0.0    16    60    23    67    17   135 0.83 -
tig00000005:579790-581106 -            439 14746at4891          -            361   2.1e-20   70.3   0.0   2   2   1.8e-18   9.8e-16   54.9   0.0   157   292   219   357   215   430 0.80 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/14746at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/14746at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/14746at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:06:17 2023
# [ok]
