#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tig00000023:82886-84079   -            398 36374at4891          -            231   1.5e-90  299.8  15.1   1   4   2.1e-30   1.9e-27   93.3   1.1     2    80     3    82     2    88 0.93 -
tig00000023:82886-84079   -            398 36374at4891          -            231   1.5e-90  299.8  15.1   2   4   3.9e-27   3.5e-24   82.6   0.2    74   129   138   193   132   219 0.85 -
tig00000023:82886-84079   -            398 36374at4891          -            231   1.5e-90  299.8  15.1   3   4   7.7e-19     7e-16   55.4   0.1   137   188   259   310   256   318 0.92 -
tig00000023:82886-84079   -            398 36374at4891          -            231   1.5e-90  299.8  15.1   4   4   3.3e-25     3e-22   76.3   0.2   187   231   351   395   348   395 0.96 -
tig00000012:116974-118092 -            373 36374at4891          -            231     2e-13   47.4   4.1   1   3   8.8e-16     8e-13   45.4   0.0    10    87    11    89     3    94 0.86 -
tig00000012:116974-118092 -            373 36374at4891          -            231     2e-13   47.4   4.1   2   3     0.048        43    0.5   1.5   149   178   169   194   141   217 0.55 -
tig00000012:116974-118092 -            373 36374at4891          -            231     2e-13   47.4   4.1   3   3      0.09        82   -0.4   0.0    81   122   329   371   318   372 0.81 -
tig00000014:344490-346829 -            780 36374at4891          -            231    0.0073   12.8   0.0   1   2   0.00081      0.74    6.3   0.0   194   230   588   625   577   630 0.61 -
tig00000014:344490-346829 -            780 36374at4891          -            231    0.0073   12.8   0.0   2   2    0.0051       4.6    3.7   0.0    84   122   651   689   641   695 0.85 -
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/36374at4891.hmm
# Target file:     /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas
# Option settings: hmmsearch --domtblout /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/hmmer_output/initial_run_results/36374at4891.out --cpu 1 /home/inf-38-2022/BINP29/longread/2/busco_downloads/lineages/saccharomycetes_odb10/hmms/36374at4891.hmm /home/inf-38-2022/BINP29/longread/2/Results/04_Busco/canu/run_saccharomycetes_odb10/metaeuk_output/initial_results/asm.contigs.fasta.modified.fas 
# Current dir:     /home/inf-38-2022/BINP29/longread/2
# Date:            Thu Feb 23 14:07:49 2023
# [ok]
